Altium Designer Pick and Place Locations
E:\#pd\External project\12_Terra Spray\Project Outputs for Terra_Spray\08_Pick and Place\Pick Place\Pick Place for Terra Spray panel 16 pcb.csv

========================================================================================================================
File Design Information:

Date:       23-09-21
Time:       19:50
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R5","Resistor","TopLayer","RESC0402","114.3750","8.3500","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R4","Resistor","TopLayer","RESC0603","103.2466","10.3378","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R3","Resistor","TopLayer","RESC0603","101.5895","10.3618","90","Thick Film Resistor -  100ohm, 1%, 0603"
"R2","Resistor","BottomLayer","RESC0603","104.1678","34.3935","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R1","Resistor","BottomLayer","RESC0603","104.1674","31.2928","270","Thick Film Resistor -  453Kohm, 1%, 0603"
"Q1","Mosfet","TopLayer","SOT-363","99.4681","10.3558","90","N-Channel 20V 3.2A (Ta) 1W (Ta) Surface Mount SC-88/SC70-6/SOT-363"
"D1","1N4007W","TopLayer","SOD-123","100.9750","7.4000","180","Rectifiers RECTIFIER DIODE 1A 1000V"
"C11","Cap","TopLayer","CAPC0402","124.6654","15.3162","270","Ceramic Capacitor,100nF,0402,16V"
"C4","Cap","TopLayer","CAPC0402","122.1250","22.5750","180","Ceramic Capacitor,22pF,0402,50V"
"C10","Cap","TopLayer","CAPC0402","124.1258","22.0992","270","Ceramic Capacitor,100nF,0402,6.3V"
"C3","Capacitor","BottomLayer","CAPC0603","104.9296","20.7518","360","Ceramic Capacitor,22uF,0603,6.3V"
"C1","Capacitor","BottomLayer","CAPC0603","107.4696","33.6296","180","Ceramic Capacitor,22uF,0603,6.3V"
"P3","CP2102","BottomLayer","HEADER_6X1","126.6000","2.4502","180","Header, 6-Pin"
"P2","Motor","BottomLayer","2_PIN_2.5MM_-_HEADER","100.4500","2.5000","180","Motor, General Kind"
"P1","+ Batt -","BottomLayer","2_PIN_2.5MM_-_HEADER","107.9500","2.5000","180","Header, 2-Pin"
"S2","Button","TopLayer","434153017835","117.7310","8.3819","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"R10","Resistor","TopLayer","RESC0402","116.4750","72.3300","180","Thick Film Resistor -  10Kohm, 1%, 0402"
"R13","Resistor","TopLayer","RESC0402","119.7250","71.2550","360","Thick Film Resistor -  1Mohm, 1%, 0402"
"A1","Antenna_1","TopLayer","ESP32_ANT","129.6000","63.5366","270","PCB Antenna"
"C2","Capacitor","BottomLayer","CAPC0603","107.4696","74.3336","180","Ceramic Capacitor,22uF,0603,6.3V"
"X1","CRYSTAL_1","TopLayer","CRYSTAL_3225","121.1000","59.4800","180","40MHz ±10ppm 10pF 30O SMD-3225 SMD Crystal Resonators RoHS"
"R6","Resistor","BottomLayer","RESC0603","120.9064","54.7756","90","Thick Film Resistor -  820ohm, 1%, 0603"
"Q3","PNP BJT Transistor","BottomLayer","SOT-23","118.3662","52.6448","270","ON SEMICONDUCTOR - MMBT3906LT1G - Bipolar (BJT) Single Transistor, General Purpose, PNP, -40 V, 250 MHz, 225 mW, -200 mA, 300 hFE"
"Q2","NPN BJT Transistor","BottomLayer","SOT-23","114.9880","52.6526","270","Bipolar Transistors - BJT SOT-23 NPN"
"L3","Inductor","TopLayer","INDUCTOR_0402","126.6250","64.6548","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"L2","Inductor","TopLayer","INDUCTOR_0402","125.7439","67.4438","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"D3","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","55.8678","180","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"D2","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","57.9252","0","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"C26","Cap","BottomLayer","CAPC0402","117.8750","69.8300","270","Ceramic Capacitor,100nF,0402,6.3V"
"C25","Cap","BottomLayer","CAPC0402","120.6750","69.8300","270","Ceramic Capacitor,100nF,0402,6.3V"
"C24","Cap","BottomLayer","CAPC0402","123.0144","64.5974","180","Ceramic Capacitor,100nF,0402,6.3V"
"C23","Cap","TopLayer","capc0402","118.7250","72.3550","360","Ceramic Capacitor,18pF,0402,50V"
"C22","Cap","TopLayer","capc0402","120.7250","72.3550","180","Ceramic Capacitor,18pF,0402,50V"
"C21","Cap","BottomLayer","CAPC0402","112.4226","53.6326","270","Ceramic Capacitor,100nF,0402,6.3
V"
"C20","Cap","BottomLayer","CAPC0402","121.5158","64.0974","90","Ceramic Capacitor,100nF,0402,6.3V"
"C19","Cap","BottomLayer","CAPC0402","120.4998","64.0974","90","Ceramic Capacitor,100nF,0402,6.3V"
"C18","Cap","BottomLayer","CAPC0402","118.2900","64.0974","90","Ceramic Capacitor,100nF,0402,6.3V"
"C17","Cap","TopLayer","CAPC0402","114.6000","69.0800","180","Ceramic Capacitor,100nF,0402,6.3V"
"C15","Capacitor","BottomLayer","CAPC0603","112.4226","56.1726","90","Ceramic Capacitor,10uF,0603,10V"
"C14","Capacitor","BottomLayer","CAPC0603","119.2552","56.9092","270","Ceramic Capacitor,10uF,0603,10V"
"C13","Capacitor","TopLayer","CAPC0402","124.9750","64.1550","90",""
"C12","Capacitor","TopLayer","CAPC0402","128.2750","64.1550","90",""
"C9","Cap","TopLayer","CAPC0402","125.8190","66.1992","360","Ceramic Capacitor,100nF,0402,6.3V"
"C8","Cap","TopLayer","CAPC0402","125.8190","68.6884","360","Ceramic Capacitor,100nF,0402,6.3V"
"Y1","32.768KHz","BottomLayer","32.728KHZ","109.8572","48.1716","270","Crystal Oscillator"
"Y2","32.768KHz","TopLayer","32.728KHZ","119.5750","74.4300","270","Crystal Oscillator"
"U3","DS1307Z+","BottomLayer","SOIC-8","108.7650","53.3278","90","SERIAL TIME CHIP 8PIN, SOIC"
"S3","WIFI","TopLayer","FSMJ_-_SMD_-_WIFI","117.7312","54.5216","90","Pushbutton 6x6mm, Actuator Height off PCB, Vertical 9.50mm"
"R12","Resistor","BottomLayer","RESC0603","126.0116","67.0784","90","Thick Film Resistor -  309Kohm, 1%, 0603"
"R11","Resistor","BottomLayer","RESC0603","126.0116","70.1264","90","Thick Film Resistor -  220Kohm, 1%, 0603"
"R7","Resistor","TopLayer","RESC0402","109.7511","52.5050","270","Thick Film Resistor -  10Kohm, 1%, 0402"
"C7","Capacitor","TopLayer","CAPC0402","125.8190","69.9330","360","Ceramic Capacitor,1uF,0402,6.3V"
"C6","Capacitor","TopLayer","CAPC0603","126.1000","71.3300","360","Ceramic Capacitor,10uF,0603,10V"
"C5","Cap","TopLayer","CAPC0402","120.1250","61.7550","360","Ceramic Capacitor,22pF,0402,50V"
"C16","Cap","TopLayer","CAPC0402","111.1018","52.5049","270","Ceramic Capacitor,100nF,0402,6.3
V"
"S1","Boot","TopLayer","","126.6720","54.5216","270","Header, 2-Pin"
"U2","ESP32-S2","TopLayer","QFN56-7X7MM","120.0680","66.8406","180","WiFi 802.11b/g/n Transceiver Module 2.4GHz"
"L1","Inductor","BottomLayer","INDP5050X20N","107.9522","63.5132","360","WURTH ELEKTRONIK - 74404052022 - Power Inductor (SMD), 2.2 µH, 3 A, Semishielded, 3.6 A, WE-LQS Series, 5mm x 5mm x 2mm"
"U1","PAM2401SCADJ","BottomLayer","8-TSSOP,_8-MSOP","106.7076","69.1774","90","IC REG BOOST ADJ 3A SYNC 8MSOP"
"R9","Resistor","TopLayer","RESC0402","106.8500","52.5050","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R8","Resistor","TopLayer","RESC0402","108.3006","52.5050","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R5","Resistor","TopLayer","RESC0402","114.3750","47.5300","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R4","Resistor","TopLayer","RESC0603","103.2466","49.5178","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R3","Resistor","TopLayer","RESC0603","101.5895","49.5418","90","Thick Film Resistor -  100ohm, 1%, 0603"
"R2","Resistor","BottomLayer","RESC0603","104.1678","73.5735","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R1","Resistor","BottomLayer","RESC0603","104.1674","70.4728","270","Thick Film Resistor -  453Kohm, 1%, 0603"
"Q1","Mosfet","TopLayer","SOT-363","99.4681","49.5358","90","N-Channel 20V 3.2A (Ta) 1W (Ta) Surface Mount SC-88/SC70-6/SOT-363"
"D1","1N4007W","TopLayer","SOD-123","100.9750","46.5800","180","Rectifiers RECTIFIER DIODE 1A 1000V"
"C11","Cap","TopLayer","CAPC0402","124.6654","54.4962","270","Ceramic Capacitor,100nF,0402,16V"
"C4","Cap","TopLayer","CAPC0402","122.1250","61.7550","180","Ceramic Capacitor,22pF,0402,50V"
"C10","Cap","TopLayer","CAPC0402","124.1258","61.2792","270","Ceramic Capacitor,100nF,0402,6.3V"
"C3","Capacitor","BottomLayer","CAPC0603","104.9296","59.9318","360","Ceramic Capacitor,22uF,0603,6.3V"
"C1","Capacitor","BottomLayer","CAPC0603","107.4696","72.8096","180","Ceramic Capacitor,22uF,0603,6.3V"
"P3","CP2102","BottomLayer","HEADER_6X1","126.6000","41.6302","180","Header, 6-Pin"
"P2","Motor","BottomLayer","2_PIN_2.5MM_-_HEADER","100.4500","41.6800","180","Motor, General Kind"
"P1","+ Batt -","BottomLayer","2_PIN_2.5MM_-_HEADER","107.9500","41.6800","180","Header, 2-Pin"
"S2","Button","TopLayer","434153017835","117.7310","47.5619","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"R10","Resistor","TopLayer","RESC0402","116.4750","111.5100","180","Thick Film Resistor -  10Kohm, 1%, 0402"
"R13","Resistor","TopLayer","RESC0402","119.7250","110.4350","360","Thick Film Resistor -  1Mohm, 1%, 0402"
"A1","Antenna_1","TopLayer","ESP32_ANT","129.6000","102.7166","270","PCB Antenna"
"C2","Capacitor","BottomLayer","CAPC0603","107.4696","113.5136","180","Ceramic Capacitor,22uF,0603,6.3V"
"X1","CRYSTAL_1","TopLayer","CRYSTAL_3225","121.1000","98.6600","180","40MHz ±10ppm 10pF 30O SMD-3225 SMD Crystal Resonators RoHS"
"R6","Resistor","BottomLayer","RESC0603","120.9064","93.9556","90","Thick Film Resistor -  820ohm, 1%, 0603"
"Q3","PNP BJT Transistor","BottomLayer","SOT-23","118.3662","91.8248","270","ON SEMICONDUCTOR - MMBT3906LT1G - Bipolar (BJT) Single Transistor, General Purpose, PNP, -40 V, 250 MHz, 225 mW, -200 mA, 300 hFE"
"Q2","NPN BJT Transistor","BottomLayer","SOT-23","114.9880","91.8326","270","Bipolar Transistors - BJT SOT-23 NPN"
"L3","Inductor","TopLayer","INDUCTOR_0402","126.6250","103.8348","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"L2","Inductor","TopLayer","INDUCTOR_0402","125.7439","106.6238","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"D3","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","95.0478","180","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"D2","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","97.1052","0","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"C26","Cap","BottomLayer","CAPC0402","117.8750","109.0100","270","Ceramic Capacitor,100nF,0402,6.3V"
"C25","Cap","BottomLayer","CAPC0402","120.6750","109.0100","270","Ceramic Capacitor,100nF,0402,6.3V"
"C24","Cap","BottomLayer","CAPC0402","123.0144","103.7774","180","Ceramic Capacitor,100nF,0402,6.3V"
"C23","Cap","TopLayer","capc0402","118.7250","111.5350","360","Ceramic Capacitor,18pF,0402,50V"
"C22","Cap","TopLayer","capc0402","120.7250","111.5350","180","Ceramic Capacitor,18pF,0402,50V"
"C21","Cap","BottomLayer","CAPC0402","112.4226","92.8126","270","Ceramic Capacitor,100nF,0402,6.3
V"
"C20","Cap","BottomLayer","CAPC0402","121.5158","103.2774","90","Ceramic Capacitor,100nF,0402,6.3V"
"C19","Cap","BottomLayer","CAPC0402","120.4998","103.2774","90","Ceramic Capacitor,100nF,0402,6.3V"
"C18","Cap","BottomLayer","CAPC0402","118.2900","103.2774","90","Ceramic Capacitor,100nF,0402,6.3V"
"C17","Cap","TopLayer","CAPC0402","114.6000","108.2600","180","Ceramic Capacitor,100nF,0402,6.3V"
"C15","Capacitor","BottomLayer","CAPC0603","112.4226","95.3526","90","Ceramic Capacitor,10uF,0603,10V"
"C14","Capacitor","BottomLayer","CAPC0603","119.2552","96.0892","270","Ceramic Capacitor,10uF,0603,10V"
"C13","Capacitor","TopLayer","CAPC0402","124.9750","103.3350","90",""
"C12","Capacitor","TopLayer","CAPC0402","128.2750","103.3350","90",""
"C9","Cap","TopLayer","CAPC0402","125.8190","105.3792","360","Ceramic Capacitor,100nF,0402,6.3V"
"C8","Cap","TopLayer","CAPC0402","125.8190","107.8684","360","Ceramic Capacitor,100nF,0402,6.3V"
"Y1","32.768KHz","BottomLayer","32.728KHZ","109.8572","87.3516","270","Crystal Oscillator"
"Y2","32.768KHz","TopLayer","32.728KHZ","119.5750","113.6100","270","Crystal Oscillator"
"U3","DS1307Z+","BottomLayer","SOIC-8","108.7650","92.5078","90","SERIAL TIME CHIP 8PIN, SOIC"
"S3","WIFI","TopLayer","FSMJ_-_SMD_-_WIFI","117.7312","93.7016","90","Pushbutton 6x6mm, Actuator Height off PCB, Vertical 9.50mm"
"R12","Resistor","BottomLayer","RESC0603","126.0116","106.2584","90","Thick Film Resistor -  309Kohm, 1%, 0603"
"R11","Resistor","BottomLayer","RESC0603","126.0116","109.3064","90","Thick Film Resistor -  220Kohm, 1%, 0603"
"R7","Resistor","TopLayer","RESC0402","109.7511","91.6850","270","Thick Film Resistor -  10Kohm, 1%, 0402"
"C7","Capacitor","TopLayer","CAPC0402","125.8190","109.1130","360","Ceramic Capacitor,1uF,0402,6.3V"
"C6","Capacitor","TopLayer","CAPC0603","126.1000","110.5100","360","Ceramic Capacitor,10uF,0603,10V"
"C5","Cap","TopLayer","CAPC0402","120.1250","100.9350","360","Ceramic Capacitor,22pF,0402,50V"
"C16","Cap","TopLayer","CAPC0402","111.1018","91.6849","270","Ceramic Capacitor,100nF,0402,6.3
V"
"S1","Boot","TopLayer","","126.6720","93.7016","270","Header, 2-Pin"
"U2","ESP32-S2","TopLayer","QFN56-7X7MM","120.0680","106.0206","180","WiFi 802.11b/g/n Transceiver Module 2.4GHz"
"L1","Inductor","BottomLayer","INDP5050X20N","107.9522","102.6932","360","WURTH ELEKTRONIK - 74404052022 - Power Inductor (SMD), 2.2 µH, 3 A, Semishielded, 3.6 A, WE-LQS Series, 5mm x 5mm x 2mm"
"U1","PAM2401SCADJ","BottomLayer","8-TSSOP,_8-MSOP","106.7076","108.3574","90","IC REG BOOST ADJ 3A SYNC 8MSOP"
"R9","Resistor","TopLayer","RESC0402","106.8500","91.6850","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R8","Resistor","TopLayer","RESC0402","108.3006","91.6850","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R5","Resistor","TopLayer","RESC0402","114.3750","86.7100","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R4","Resistor","TopLayer","RESC0603","103.2466","88.6978","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R3","Resistor","TopLayer","RESC0603","101.5895","88.7218","90","Thick Film Resistor -  100ohm, 1%, 0603"
"R2","Resistor","BottomLayer","RESC0603","104.1678","112.7535","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R1","Resistor","BottomLayer","RESC0603","104.1674","109.6528","270","Thick Film Resistor -  453Kohm, 1%, 0603"
"Q1","Mosfet","TopLayer","SOT-363","99.4681","88.7158","90","N-Channel 20V 3.2A (Ta) 1W (Ta) Surface Mount SC-88/SC70-6/SOT-363"
"D1","1N4007W","TopLayer","SOD-123","100.9750","85.7600","180","Rectifiers RECTIFIER DIODE 1A 1000V"
"C11","Cap","TopLayer","CAPC0402","124.6654","93.6762","270","Ceramic Capacitor,100nF,0402,16V"
"C4","Cap","TopLayer","CAPC0402","122.1250","100.9350","180","Ceramic Capacitor,22pF,0402,50V"
"C10","Cap","TopLayer","CAPC0402","124.1258","100.4592","270","Ceramic Capacitor,100nF,0402,6.3V"
"C3","Capacitor","BottomLayer","CAPC0603","104.9296","99.1118","360","Ceramic Capacitor,22uF,0603,6.3V"
"C1","Capacitor","BottomLayer","CAPC0603","107.4696","111.9896","180","Ceramic Capacitor,22uF,0603,6.3V"
"P3","CP2102","BottomLayer","HEADER_6X1","126.6000","80.8102","180","Header, 6-Pin"
"P2","Motor","BottomLayer","2_PIN_2.5MM_-_HEADER","100.4500","80.8600","180","Motor, General Kind"
"P1","+ Batt -","BottomLayer","2_PIN_2.5MM_-_HEADER","107.9500","80.8600","180","Header, 2-Pin"
"S2","Button","TopLayer","434153017835","117.7310","86.7419","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"R10","Resistor","TopLayer","RESC0402","116.4750","150.6900","180","Thick Film Resistor -  10Kohm, 1%, 0402"
"R13","Resistor","TopLayer","RESC0402","119.7250","149.6150","360","Thick Film Resistor -  1Mohm, 1%, 0402"
"A1","Antenna_1","TopLayer","ESP32_ANT","129.6000","141.8966","270","PCB Antenna"
"C2","Capacitor","BottomLayer","CAPC0603","107.4696","152.6936","180","Ceramic Capacitor,22uF,0603,6.3V"
"X1","CRYSTAL_1","TopLayer","CRYSTAL_3225","121.1000","137.8400","180","40MHz ±10ppm 10pF 30O SMD-3225 SMD Crystal Resonators RoHS"
"R6","Resistor","BottomLayer","RESC0603","120.9064","133.1356","90","Thick Film Resistor -  820ohm, 1%, 0603"
"Q3","PNP BJT Transistor","BottomLayer","SOT-23","118.3662","131.0048","270","ON SEMICONDUCTOR - MMBT3906LT1G - Bipolar (BJT) Single Transistor, General Purpose, PNP, -40 V, 250 MHz, 225 mW, -200 mA, 300 hFE"
"Q2","NPN BJT Transistor","BottomLayer","SOT-23","114.9880","131.0126","270","Bipolar Transistors - BJT SOT-23 NPN"
"L3","Inductor","TopLayer","INDUCTOR_0402","126.6250","143.0148","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"L2","Inductor","TopLayer","INDUCTOR_0402","125.7439","145.8038","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"D3","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","134.2278","180","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"D2","B0540W","BottomLayer","SOD123_-_DUPLICATE","115.8262","136.2852","0","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"C26","Cap","BottomLayer","CAPC0402","117.8750","148.1900","270","Ceramic Capacitor,100nF,0402,6.3V"
"C25","Cap","BottomLayer","CAPC0402","120.6750","148.1900","270","Ceramic Capacitor,100nF,0402,6.3V"
"C24","Cap","BottomLayer","CAPC0402","123.0144","142.9574","180","Ceramic Capacitor,100nF,0402,6.3V"
"C23","Cap","TopLayer","capc0402","118.7250","150.7150","360","Ceramic Capacitor,18pF,0402,50V"
"C22","Cap","TopLayer","capc0402","120.7250","150.7150","180","Ceramic Capacitor,18pF,0402,50V"
"C21","Cap","BottomLayer","CAPC0402","112.4226","131.9926","270","Ceramic Capacitor,100nF,0402,6.3
V"
"C20","Cap","BottomLayer","CAPC0402","121.5158","142.4574","90","Ceramic Capacitor,100nF,0402,6.3V"
"C19","Cap","BottomLayer","CAPC0402","120.4998","142.4574","90","Ceramic Capacitor,100nF,0402,6.3V"
"C18","Cap","BottomLayer","CAPC0402","118.2900","142.4574","90","Ceramic Capacitor,100nF,0402,6.3V"
"C17","Cap","TopLayer","CAPC0402","114.6000","147.4400","180","Ceramic Capacitor,100nF,0402,6.3V"
"C15","Capacitor","BottomLayer","CAPC0603","112.4226","134.5326","90","Ceramic Capacitor,10uF,0603,10V"
"C14","Capacitor","BottomLayer","CAPC0603","119.2552","135.2692","270","Ceramic Capacitor,10uF,0603,10V"
"C13","Capacitor","TopLayer","CAPC0402","124.9750","142.5150","90",""
"C12","Capacitor","TopLayer","CAPC0402","128.2750","142.5150","90",""
"C9","Cap","TopLayer","CAPC0402","125.8190","144.5592","360","Ceramic Capacitor,100nF,0402,6.3V"
"C8","Cap","TopLayer","CAPC0402","125.8190","147.0484","360","Ceramic Capacitor,100nF,0402,6.3V"
"Y1","32.768KHz","BottomLayer","32.728KHZ","109.8572","126.5316","270","Crystal Oscillator"
"Y2","32.768KHz","TopLayer","32.728KHZ","119.5750","152.7900","270","Crystal Oscillator"
"U3","DS1307Z+","BottomLayer","SOIC-8","108.7650","131.6878","90","SERIAL TIME CHIP 8PIN, SOIC"
"S3","WIFI","TopLayer","FSMJ_-_SMD_-_WIFI","117.7312","132.8816","90","Pushbutton 6x6mm, Actuator Height off PCB, Vertical 9.50mm"
"R12","Resistor","BottomLayer","RESC0603","126.0116","145.4384","90","Thick Film Resistor -  309Kohm, 1%, 0603"
"R11","Resistor","BottomLayer","RESC0603","126.0116","148.4864","90","Thick Film Resistor -  220Kohm, 1%, 0603"
"R7","Resistor","TopLayer","RESC0402","109.7511","130.8650","270","Thick Film Resistor -  10Kohm, 1%, 0402"
"C7","Capacitor","TopLayer","CAPC0402","125.8190","148.2930","360","Ceramic Capacitor,1uF,0402,6.3V"
"C6","Capacitor","TopLayer","CAPC0603","126.1000","149.6900","360","Ceramic Capacitor,10uF,0603,10V"
"C5","Cap","TopLayer","CAPC0402","120.1250","140.1150","360","Ceramic Capacitor,22pF,0402,50V"
"C16","Cap","TopLayer","CAPC0402","111.1018","130.8649","270","Ceramic Capacitor,100nF,0402,6.3
V"
"S1","Boot","TopLayer","","126.6720","132.8816","270","Header, 2-Pin"
"U2","ESP32-S2","TopLayer","QFN56-7X7MM","120.0680","145.2006","180","WiFi 802.11b/g/n Transceiver Module 2.4GHz"
"L1","Inductor","BottomLayer","INDP5050X20N","107.9522","141.8732","360","WURTH ELEKTRONIK - 74404052022 - Power Inductor (SMD), 2.2 µH, 3 A, Semishielded, 3.6 A, WE-LQS Series, 5mm x 5mm x 2mm"
"U1","PAM2401SCADJ","BottomLayer","8-TSSOP,_8-MSOP","106.7076","147.5374","90","IC REG BOOST ADJ 3A SYNC 8MSOP"
"R9","Resistor","TopLayer","RESC0402","106.8500","130.8650","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R8","Resistor","TopLayer","RESC0402","108.3006","130.8650","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R5","Resistor","TopLayer","RESC0402","114.3750","125.8900","90","Thick Film Resistor -  10Kohm, 1%, 0402"
"R4","Resistor","TopLayer","RESC0603","103.2466","127.8778","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R3","Resistor","TopLayer","RESC0603","101.5895","127.9018","90","Thick Film Resistor -  100ohm, 1%, 0603"
"R2","Resistor","BottomLayer","RESC0603","104.1678","151.9335","90","Thick Film Resistor -  100Kohm, 1%, 0603"
"R1","Resistor","BottomLayer","RESC0603","104.1674","148.8328","270","Thick Film Resistor -  453Kohm, 1%, 0603"
"Q1","Mosfet","TopLayer","SOT-363","99.4681","127.8958","90","N-Channel 20V 3.2A (Ta) 1W (Ta) Surface Mount SC-88/SC70-6/SOT-363"
"D1","1N4007W","TopLayer","SOD-123","100.9750","124.9400","180","Rectifiers RECTIFIER DIODE 1A 1000V"
"C11","Cap","TopLayer","CAPC0402","124.6654","132.8562","270","Ceramic Capacitor,100nF,0402,16V"
"C4","Cap","TopLayer","CAPC0402","122.1250","140.1150","180","Ceramic Capacitor,22pF,0402,50V"
"C10","Cap","TopLayer","CAPC0402","124.1258","139.6392","270","Ceramic Capacitor,100nF,0402,6.3V"
"C3","Capacitor","BottomLayer","CAPC0603","104.9296","138.2918","360","Ceramic Capacitor,22uF,0603,6.3V"
"C1","Capacitor","BottomLayer","CAPC0603","107.4696","151.1696","180","Ceramic Capacitor,22uF,0603,6.3V"
"P3","CP2102","BottomLayer","HEADER_6X1","126.6000","119.9902","180","Header, 6-Pin"
"P2","Motor","BottomLayer","2_PIN_2.5MM_-_HEADER","100.4500","120.0400","180","Motor, General Kind"
"P1","+ Batt -","BottomLayer","2_PIN_2.5MM_-_HEADER","107.9500","120.0400","180","Header, 2-Pin"
"S2","Button","TopLayer","434153017835","117.7310","125.9219","180","SWITCH TACTILE SPST-NO 0.05A 12V"
"R10","Resistor","TopLayer","RESC0402","161.8250","33.1500","180","Thick Film Resistor -  10Kohm, 1%, 0402"
"R13","Resistor","TopLayer","RESC0402","165.0750","32.0750","360","Thick Film Resistor -  1Mohm, 1%, 0402"
"A1","Antenna_1","TopLayer","ESP32_ANT","174.9500","24.3566","270","PCB Antenna"
"C2","Capacitor","BottomLayer","CAPC0603","152.8196","35.1536","180","Ceramic Capacitor,22uF,0603,6.3V"
"X1","CRYSTAL_1","TopLayer","CRYSTAL_3225","166.4500","20.3000","180","40MHz ±10ppm 10pF 30O SMD-3225 SMD Crystal Resonators RoHS"
"R6","Resistor","BottomLayer","RESC0603","166.2564","15.5956","90","Thick Film Resistor -  820ohm, 1%, 0603"
"Q3","PNP BJT Transistor","BottomLayer","SOT-23","163.7162","13.4648","270","ON SEMICONDUCTOR - MMBT3906LT1G - Bipolar (BJT) Single Transistor, General Purpose, PNP, -40 V, 250 MHz, 225 mW, -200 mA, 300 hFE"
"Q2","NPN BJT Transistor","BottomLayer","SOT-23","160.3380","13.4726","270","Bipolar Transistors - BJT SOT-23 NPN"
"L3","Inductor","TopLayer","INDUCTOR_0402","171.9750","25.4748","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"L2","Inductor","TopLayer","INDUCTOR_0402","171.0939","28.2638","360","2nH ±0.3nH 900mA 120mO 0402 Inductors (SMD) RoHS"
"D3","B0540W","BottomLayer","SOD123_-_DUPLICATE","161.1762","16.6878","180","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"D2","B0540W","BottomLayer","SOD123_-_DUPLICATE","161.1762","18.7452","0","Diode Schottky 40V 0.5A 2-Pin SOD-123 T/R"
"C26","Cap","BottomLayer","CAPC0402","163.2250","30.6500","270","Ceramic Capacitor,100nF,0402,6.3V"
"C25","Cap","BottomLayer","CAPC0402","166.0250","30.6500","270","Ceramic Capacitor,100nF,0402,6.3V"
"C24","Cap","BottomLayer","CAPC0402","168.3644","25.4174","180","Ceramic Capacitor,100nF,0402,6.3V"
"C23","Cap","TopLayer","capc0402","164.0750","33.1750","360","Ceramic Capacitor,18pF,0402,50V"
"C22","Cap","TopLayer","capc0402","166.0750","33.1750","180","Ceramic Capacitor,18pF,0402,50V"
"C21","Cap","BottomLayer","CAPC0402","157.7726","14.4526","270","Ceramic Capacitor,100nF,0402,6.3
V"
"C20","Cap","BottomLayer","CAPC0402","166.8658","24.9174","90","Ceramic Capacitor,100nF,0402,6.3V"
"C19","Cap","BottomLayer","CAPC0402","165.8498","24.9174","90","Ceramic Capacitor,100nF,0402,6.3V"
"C18","Cap","BottomLayer","CAPC0402","163.6400","24.9174","90","Ceramic Capacitor,100nF,0402,6.3V"
"C17","Cap","TopLayer","CAPC0402","159.9500","29.9000","180","Ceramic Capacitor,100nF,0402,6.3V"
"C15","Capacitor","BottomLayer","CAPC0603","157.7726","16.9926","90","Ceramic Capacitor,10uF,0603,10V"
"C14","Capacitor","BottomLayer","CAPC0603","164.6052","17.7292","270","Ceramic Capacitor,10uF,0603,10V"
"C13","Capacitor","TopLayer","CAPC0402","170.3250","24.9750","90",""
